"title","authors","year","preregistration","topic","patients","age_mean","age_min","age_max","age_group","age_range","new_data","sample_size","setting","modality","meeg_num_electrodes","meg_num_grad","meg_num_mag","meeg_sfreq_orig","meeg_sfreq_final","meeg_layout","eeg_locations","length_min","ecg_num_electrodes","ecg_lead","ecg_locations","ecg_ground","ecg_sfreq_orig","ecg_sfreq_final","ecg_high_pass","ecg_low_pass","ecg_event_method","ecg_event_toolbox","reference_online","reference_offline","high_pass","low_pass","ICA","ica_on_epochs","rejected_components","rejected_cardiac_ics","cfa_rej_approach","cfa_rej_criteria","other_cfa_removal_strategy","other_cleaning_strategy","hep_eeg_channels_selected","hep_meg_channels_selected","groups","conditions","trials","trial_estimation","trials_Mean","trials_SD","trials_original","hep_window_type","hep_relative_to","hep_start","hep_end","baseline_start_ms","baseline_end_ms","hypothesis","value","averaging_channels","averaging_time","statistics","clustering","permutations","significant_test","significant_eeg_channels","significant_relative_to","significant_start_ms","significant_end_ms","controls","source","baseline_defined","method_category","has_resting","has_task","study_category","clean_noisy_epochs","clean_bad_channels","reject_cfa_ics","cfa_minimal_rr","cfa_use_minimal_rr","cfa_use_minimal_artifact_window","cfa_csd","cfa_regress","cfa_pca","cfa_subtract_rest","reference_category","baseline_category","determination_category","window_type_category","journal","journal_full","paper","PMID"
"Heartbeat-evoked potentials following voluntary hyperventilation in epilepsy patients: respiratory influences on cardiac interoception","Stoupi NA, Weijs ML, Imbach L, Lenggenhager B.",2024,1,"Patients/Neurological/Epilepsy, Manipulation/Respiration/Voluntary hyperventilation",1,50.5,23.01,74.37,"Adults","30.8+-7.79, 70.2+-4.17",1,76,"1","EEG",23,"na","na",200,200,"standard19","Fp1, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, O2, A1, A2, T9, T10",3,"3","Multiple
leads","Right wrist, Left wrist, Left leg","3-lead",200,200,3,30,"deCarvalho2002","HEPLAB","[C3 and C4]","Common average",0.16,30,"1","0","Eye movements, Blinks, Muscle",,"","","RR at least 700 ms","Artifact Subspace Reconstruction (ASR), noisy epochs","C3, P3, O1, T3, T5, Pz, T9","na",2,1,"192","",192,,192,"Secondary","R-peak",290,360,,,"Group/Condition Differences","Amplitude","1","1","t-test","0",,"1","C3, P3, O1, T3, T5, Pz, T9","",,,"","pubmed","No","Averaging",TRUE,TRUE,"Both",TRUE,FALSE,FALSE,700,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","No","Both","Both","Front Neurosci","Frontiers in Neuroscience","Stoupi et al. (2024)",39035777
"Heartbeat-evoked potentials following voluntary hyperventilation in epilepsy patients: respiratory influences on cardiac interoception","Stoupi NA, Weijs ML, Imbach L, Lenggenhager B.",2024,1,"Patients/Neurological/Epilepsy, Manipulation/Respiration/Voluntary hyperventilation",1,50.5,23.01,74.37,"Adults","30.8+-7.79, 70.2+-4.17",1,76,"1","EEG",23,"na","na",200,200,"standard19","Fp1, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, O2, A1, A2, T9, T10",3,"3","Multiple
leads","Right wrist, Left wrist, Left leg","3-lead",200,200,3,30,"deCarvalho2002","HEPLAB","[C3 and C4]","Common average",0.16,30,"1","0","Eye movements, Blinks, Muscle",,"","","RR at least 700 ms","Artifact Subspace Reconstruction (ASR), noisy epochs","Fp1, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, O2, A1, A2, T9, T10","na",2,1,"194","",194,,194,"Primary","R-peak",200,650,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",1000,"1","F4, C4, Cz, Pz","R-peak",560,585,"HR, rrHRV, RMSSD, ECG","pubmed","No","Clustering",TRUE,TRUE,"Both",TRUE,FALSE,FALSE,700,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","No","Both","Both","Front Neurosci","Frontiers in Neuroscience","Stoupi et al. (2024)",39035777
"Heartbeat-evoked potentials following voluntary hyperventilation in epilepsy patients: respiratory influences on cardiac interoception","Stoupi NA, Weijs ML, Imbach L, Lenggenhager B.",2024,1,"Patients/Neurological/Epilepsy, Manipulation/Respiration/Voluntary hyperventilation",1,50.5,23.01,74.37,"Adults","30.8+-7.79, 70.2+-4.17",1,76,"1","EEG",23,"na","na",200,200,"standard19","Fp1, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, O2, A1, A2, T9, T10",3,"3","Multiple
leads","Right wrist, Left wrist, Left leg","3-lead",200,200,3,30,"deCarvalho2002","HEPLAB","[C3 and C4]","Common average",0.16,30,"1","0","Eye movements, Blinks, Muscle",,"","","RR at least 700 ms","Artifact Subspace Reconstruction (ASR), noisy epochs","F4, C4, Cz, Pz","na",2,1,"194","",194,,194,"Secondary","R-peak",560,585,,,"Group/Condition Differences","Amplitude","1","1","t-test","0",,"1","F4, C4, Cz, Pz","",,,"","pubmed","No","Averaging",TRUE,TRUE,"Both",TRUE,FALSE,FALSE,700,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","No","Both","Both","Front Neurosci","Frontiers in Neuroscience","Stoupi et al. (2024)",39035777
"Heartbeat evoked potentials and autonomic arousal during dissociative seizures: insights from electrophysiology and neuroimaging","Flasbeck V, Jungilligens J, Lemke I, Beckers J, Öztürk H, Wellmer J, Seliger C, Juckel G, Popkirov S.",2024,0,"Patients/Neurological/Functional (dissociative) seizures, Affective processes/Arousal",1,41.5,17,66,"Adults","17-66",1,24,"0","EEG",19,"na","na",,256,"standard19","Fp1, Fpz, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, Oz, O2",2,"2","N/M","unknown","unknown",,,,,"PanTompkins1985","Kubios","unknown","Linked earlobes",0.1,35,"1","0","Eye movements",,"","","","Noisy epochs","F7, F8, Fz, F3, F4, Fp1, Fp2, Fpz, C3, C4, Cz","na",1,2,"176+-47","",176,47,176,"Primary","R-peak",250,455,-125,-25,"Group/Condition Differences","Amplitude","0","1","ANOVA","0",,"1","F7, F8, Fz, F3, F4, Fp1, Fp2, Fpz, C3, C4, Cz","",,,"ECG","pubmed","Yes","Averaging",TRUE,TRUE,"Both",TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Averaging","Primary","BMJ Neurol Open","BMJ Neurology Open","Flasbeck et al. (2024)",38860229
"Heartbeat evoked potentials and autonomic arousal during dissociative seizures: insights from electrophysiology and neuroimaging","Flasbeck V, Jungilligens J, Lemke I, Beckers J, Öztürk H, Wellmer J, Seliger C, Juckel G, Popkirov S.",2024,0,"Patients/Neurological/Functional (dissociative) seizures, Affective processes/Arousal",1,41.5,17,66,"Adults","17-66",1,24,"0","EEG",19,"na","na",,256,"standard19","Fp1, Fpz, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, Oz, O2",2,"2","N/M","unknown","unknown",,,,,"PanTompkins1985","Kubios","unknown","Linked earlobes",0.1,35,"1","0","Eye movements",,"","","","Noisy epochs","F7, F8, Fz, F3, F4, Fp1, Fp2, Fpz, C3, C4, Cz","na",1,2,"176+-47","",176,47,176,"Primary","R-peak",455,595,-125,-25,"Group/Condition Differences","Amplitude","0","1","ANOVA","0",,"0","","",,,"ECG","pubmed","Yes","Averaging",TRUE,TRUE,"Both",TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Averaging","Primary","BMJ Neurol Open","BMJ Neurology Open","Flasbeck et al. (2024)",38860229
"Heartbeat evoked potentials and autonomic arousal during dissociative seizures: insights from electrophysiology and neuroimaging","Flasbeck V, Jungilligens J, Lemke I, Beckers J, Öztürk H, Wellmer J, Seliger C, Juckel G, Popkirov S.",2024,0,"Patients/Neurological/Functional (dissociative) seizures, Affective processes/Arousal",1,41.5,17,66,"Adults","17-66",1,23,"1","EEG",19,"na","na",,256,"standard19","Fp1, Fpz, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, Oz, O2",2,"2","N/M","unknown","unknown",,,,,"PanTompkins1985","Kubios","unknown","Linked earlobes",0.1,35,"1","0","Eye movements",,"","","","Noisy epochs","F7, F8, Fz","na",1,1,"176+-47","",176,47,176,"Primary","R-peak",250,455,-125,-25,"Correlation","Amplitude","0","1","Correlation","0",,"1","F7, F8, Fz","",,,"ECG","pubmed","Yes","Averaging",TRUE,TRUE,"Both",TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Averaging","Primary","BMJ Neurol Open","BMJ Neurology Open","Flasbeck et al. (2024)",38860229
"Heartbeat evoked potentials and autonomic arousal during dissociative seizures: insights from electrophysiology and neuroimaging","Flasbeck V, Jungilligens J, Lemke I, Beckers J, Öztürk H, Wellmer J, Seliger C, Juckel G, Popkirov S.",2024,0,"Patients/Neurological/Functional (dissociative) seizures, Affective processes/Arousal",1,42,18,66,"Adults","18-66",1,16,"1","EEG",19,"na","na",,256,"standard19","Fp1, Fpz, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, Oz, O2",2,"2","N/M","unknown","unknown",,,,,"PanTompkins1985","Kubios","unknown","Linked earlobes",0.1,35,"1","0","Eye movements",,"","","","Noisy epochs","F7, F8, Fz","na",1,1,"176+-47","",176,47,176,"Primary","R-peak",250,455,-125,-25,"Correlation","Amplitude","0","1","Correlation","0",,"1","F7, F8, Fz","",,,"Age, sex, total intracranial volume, scanner type","pubmed","Yes","Averaging",TRUE,TRUE,"Both",TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Averaging","Primary","BMJ Neurol Open","BMJ Neurology Open","Flasbeck et al. (2024)",38860229
"Intranasal Oxytocin Improves Interoceptive Accuracy and Heartbeat-Evoked Potentials During a Cardiac Interoceptive Task","Zhou M, Cheng L, Zhou Y, Zhu S, Zhang Y, Kendrick KM, Yao S.",2024,0,"Manipulation/Medication/Oxytocin, Perception/Interoception/Cardiac",0,20.65,18.88,22.42,"Adults","20.65+-1.77",1,72,"0","EEG",64,"na","na",500,250,"standard61","Fp1, Fpz, Fp2, AF7, AF3, AFz, AF4, AF8, F7, F5, F3, F1, Fz, F2, F4, F6, F8, FT7, FC5, FC3, FC1, FCz, FC2, FC4, FC6, FT8, T7, C5, C3, C1, Cz, C2, C4, C6, T8, TP7, CP5, CP3, CP1, CPz, CP2, CP4, CP6, TP8, P7, P5, P3, P1, Pz, P2, P4, P6, P8, PO7, PO3, POz, PO4, PO8, O1, Oz, O2",3,"2","Lead II","Left leg, Right wrist","unknown",1000,1000,0.5,35,"unknown","AcqKnowledge","Cz","Common average",0.1,40,"1","0","Eye movements, Muscle, CFA",,"unknown","unknown","","Noisy epochs","FC1, FCz, FC2, FC4, C1, Cz, C2, C4","na",2,1,"[est160]","est number of trials = min of recording * (1-average proportion of trials removed during cleaning)*60 bpm",160,,,"Primary","R-peak",480,600,,,"Group/Condition Differences","Amplitude","1","1","t-test","0",,"1","FC1, FCz, FC2, FC4, C1, Cz, C2, C4","",,,"HR, HRV","pubmed","Unknown","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","Biol Psychiatry Cogn Neurosci Neuroimaging","Biological Psychiatry: Cognitive Neuroscience and Neuroimaging","Zhou et al. (2024)",38839034
"Intranasal Oxytocin Improves Interoceptive Accuracy and Heartbeat-Evoked Potentials During a Cardiac Interoceptive Task","Zhou M, Cheng L, Zhou Y, Zhu S, Zhang Y, Kendrick KM, Yao S.",2024,0,"Manipulation/Medication/Oxytocin, Perception/Interoception/Cardiac",0,20.65,18.88,22.42,"Adults","20.65+-1.77",1,35,"0","EEG",64,"na","na",500,250,"standard61","Fp1, Fpz, Fp2, AF7, AF3, AFz, AF4, AF8, F7, F5, F3, F1, Fz, F2, F4, F6, F8, FT7, FC5, FC3, FC1, FCz, FC2, FC4, FC6, FT8, T7, C5, C3, C1, Cz, C2, C4, C6, T8, TP7, CP5, CP3, CP1, CPz, CP2, CP4, CP6, TP8, P7, P5, P3, P1, Pz, P2, P4, P6, P8, PO7, PO3, POz, PO4, PO8, O1, Oz, O2",3,"2","Lead II","Left leg, Right wrist","unknown",1000,1000,0.5,35,"unknown","AcqKnowledge","Cz","Common average",0.1,40,"1","0","Eye movements, Muscle, CFA",,"unknown","unknown","","Noisy epochs","FC1, FCz, FC2, FC4, C1, Cz, C2, C4","na",1,1,"[est160]","est number of trials = min of recording * (1-average proportion of trials removed during cleaning)*60 bpm",160,,,"Primary","R-peak",480,600,,,"Correlation","Amplitude","1","1","Correlation","0",,"0","","",,,"HR, HRV","pubmed","Unknown","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","Biol Psychiatry Cogn Neurosci Neuroimaging","Biological Psychiatry: Cognitive Neuroscience and Neuroimaging","Zhou et al. (2024)",38839034
"Intranasal Oxytocin Improves Interoceptive Accuracy and Heartbeat-Evoked Potentials During a Cardiac Interoceptive Task","Zhou M, Cheng L, Zhou Y, Zhu S, Zhang Y, Kendrick KM, Yao S.",2024,0,"Manipulation/Medication/Oxytocin, Perception/Interoception/Cardiac",0,20.65,18.88,22.42,"Adults","20.65+-1.77",1,72,"0","EEG",64,"na","na",500,250,"standard61","Fp1, Fpz, Fp2, AF7, AF3, AFz, AF4, AF8, F7, F5, F3, F1, Fz, F2, F4, F6, F8, FT7, FC5, FC3, FC1, FCz, FC2, FC4, FC6, FT8, T7, C5, C3, C1, Cz, C2, C4, C6, T8, TP7, CP5, CP3, CP1, CPz, CP2, CP4, CP6, TP8, P7, P5, P3, P1, Pz, P2, P4, P6, P8, PO7, PO3, POz, PO4, PO8, O1, Oz, O2",4,"2","Lead II","Left leg, Right wrist","unknown",1000,1000,0.5,35,"unknown","AcqKnowledge","Cz","Common average",0.1,40,"1","0","Eye movements, Muscle, CFA",,"unknown","unknown","","Noisy epochs","FC1, FCz, FC2, FC4, C1, Cz, C2, C4","na",2,1,"[est213]","est number of trials = min of recording * (1-average proportion of trials removed during cleaning)*60 bpm",213,,,"Primary","R-peak",480,600,,,"Group/Condition Differences","Amplitude","1","1","t-test","0",,"0","","",,,"HR, HRV","pubmed","Unknown","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Averaging","Primary","Biol Psychiatry Cogn Neurosci Neuroimaging","Biological Psychiatry: Cognitive Neuroscience and Neuroimaging","Zhou et al. (2024)",38839034
"Resting-State EEG Signature of Early Consciousness Recovery in Comatose Patients with Traumatic Brain Injury","Alkhachroum A, Fló E, Manolovitz B, Cohan H, Shammassian B, Bass D, Aklepi G, Monexe E, Ghamasaee P, Sobczak E, Samano D, Saavedra AB, Massad N, Kottapally M, Merenda A, Cordeiro JG, Jagid J, Kanner AM, Rundek T, O'Phelan K, Claassen J, Sitt JD.",2024,0,"Patients/Disorders of consciousness/Coma, Patients/Neurological/Brain injury/Traumatic brain injury",1,45.25,22.5,70.5,"Adults","40.4+-17.9, 50.1+-20.4",1,100,"1","EEG",19,"na","na",256,256,"standard19","Fp1, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, O2",10,"unknown","N/C","unknown","unknown",256,256,0.5,,"Brammer2020","Neurokit2","Cz","Common average",0.5,40,"0",,"",,"","","","Manual removal of artifacts","Cz","na",2,1,"695+-160","",695,160,695,"Primary","R-peak",0,600,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",,"0","","",,,"","pubmed","Unknown","Clustering",TRUE,FALSE,"Rest",FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Clustering","Both","Neurocrit Care","Neurocritical Care","Alkhachroum et al. (2024)",38811512
"Resting-State EEG Signature of Early Consciousness Recovery in Comatose Patients with Traumatic Brain Injury","Alkhachroum A, Fló E, Manolovitz B, Cohan H, Shammassian B, Bass D, Aklepi G, Monexe E, Ghamasaee P, Sobczak E, Samano D, Saavedra AB, Massad N, Kottapally M, Merenda A, Cordeiro JG, Jagid J, Kanner AM, Rundek T, O'Phelan K, Claassen J, Sitt JD.",2024,0,"Patients/Disorders of consciousness/Coma, Patients/Neurological/Brain injury/Traumatic brain injury",1,45.25,22.5,70.5,"Adults","40.4+-17.9, 50.1+-20.4",1,100,"1","EEG",19,"na","na",256,256,"standard19","Fp1, Fp2, F7, F3, Fz, F4, F8, T3, C3, Cz, C4, T4, T5, P3, Pz, P4, T6, O1, O2",10,"unknown","N/C","unknown","unknown",256,256,0.5,,"Brammer2020","Neurokit2","Cz","Common average",0.5,40,"0",,"",,"","","","Manual removal of artifacts","Cz","na",2,1,"695+-160","",695,160,695,"Secondary","R-peak",600,800,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",,"0","","",,,"","pubmed","Unknown","Clustering",TRUE,FALSE,"Rest",FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Clustering","Both","Neurocrit Care","Neurocritical Care","Alkhachroum et al. (2024)",38811512
"A neurophysiological profiling of the heartbeat-evoked potential in severe acquired brain injuries: A focus on unconsciousness","Liuzzi P, Cassioli T, Secci S, Hakiki B, Scarpino M, Burali R, di Palma A, Toci T, Grippo A, Cecchi F, Frosini A, Mannini A.",2024,0,"Patients/Neurological/Brain injury, Patients/Disorders of consciousness/Coma, Patients/Disorders of consciousness/Minimally conscious state (MCS)",1,66.5,46,87,"Adults","68[19], 65[19]",1,216,"1","EEG",19,"na","na",128,128,"standard19","Fp1, Fp2, F7, F8, F3, F4, C3, C4, T3, T4, P3, P4, T5, T6, O1, O2, Fz, Cz, Pz",5,"2","N/C","Right chest, Left chest","unknown",128,128,0.5,,"unknown","Neurokit2","unknown","Common average",1,,"1","0","Blinks, CFA, Eye movements, Muscle, Channel noise, Line noise, Other",,"Automatic","IClabel","","Bad channels","Fp1, Fp2, F7, F8, F3, F4, C3, C4, T3, T4, P3, P4, T5, T6, O1, O2, Fz, Cz, Pz","na",2,1,"355","",355,,355,"Primary","R-peak",-250,250,,,"Group/Condition Differences","Global Field Power","0","0","Non-parametric comparison","0",,"1","","",,,"","pubmed","Unknown","Other",TRUE,FALSE,"Rest",FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","None","Primary","Eur J Neurosci","European Journal of Neuroscience","Liuzzi et al. (2024)",38797841
"A neurophysiological profiling of the heartbeat-evoked potential in severe acquired brain injuries: A focus on unconsciousness","Liuzzi P, Cassioli T, Secci S, Hakiki B, Scarpino M, Burali R, di Palma A, Toci T, Grippo A, Cecchi F, Frosini A, Mannini A.",2024,0,"Patients/Neurological/Brain injury, Patients/Disorders of consciousness/Coma, Patients/Disorders of consciousness/Minimally conscious state (MCS)",1,66.5,46,87,"Adults","68[19], 65[19]",1,216,"1","EEG",19,"na","na",128,128,"standard19","Fp1, Fp2, F7, F8, F3, F4, C3, C4, T3, T4, P3, P4, T5, T6, O1, O2, Fz, Cz, Pz",5,"2","N/C","Right chest, Left chest","unknown",128,128,0.5,,"unknown","Neurokit2","unknown","Common average",1,,"1","0","Blinks, CFA, Eye movements, Muscle, Channel noise, Line noise, Other",,"Automatic","IClabel","","Bad channels","Fp1, Fp2, F7, F8, F3, F4, C3, C4, T3, T4, P3, P4, T5, T6, O1, O2, Fz, Cz, Pz","na",2,1,"355","",355,,355,"Primary","R-peak",-250,250,,,"Group/Condition Differences","Latency","0","0","Non-parametric comparison","0",,"0","","",,,"","pubmed","Unknown","Other",TRUE,FALSE,"Rest",FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","None","Primary","Eur J Neurosci","European Journal of Neuroscience","Liuzzi et al. (2024)",38797841
"Attention to cardiac sensations enhances the heartbeat-evoked potential during exhalation","Zaccaro A, Della Penna F, Mussini E, Parrotta E, Perrucci MG, Costantini M, Ferri F.",2024,0,"Perception/Interoception/Cardiac, Perception/Interoception/Respiratory, Perception/Exteroception/Auditory/Heartbeat sounds, Perception/Exteroception/Auditory/Breathing sounds",0,27.57,23.24,31.9,"Adults","27.57+-4.33",1,32,"0","EEG",64,"na","na",2500,512,"standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FT9, FC5, FC1, FC2, FC6, FT10, TP9, CP5, CP1, CP2, CP6, TP10, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P5, P1, P2, P6, PO7, PO3, POz, PO4, PO8",,"2","Lead II","Left chest, Right clavicle","Right chest",2500,512,0.1,,"PanTompkins1985","unknown","unknown","Common average",0.5,45,"1","0","Eye movements, muscle, CFA",1.5,"Manual","Time course, Topography, Power spectrum, Correlation","RR at least 600 ms","Manual removal of artifacts, Noisy epochs","Fp1, AF7, AF3, F5, F3, F1, FC5, FC3, FC1, C3, C1, C5, CP1, CP3, CP5, P1, P3, P5, PO3, Fpz, AFz, Fz, FCz, Cz, CPz, Pz, POz, Fp2, AF8, AF4, F6, F4, F2, FC6, FC4, FC2, C4, C2, C6, CP2, CP4, CP6, P2, P4, P6, PO4","na",1,4,"722+-87","",722,87,722,"Primary","R-peak",100,350,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",10000,"1","Fp1, AF7, AF3, F3, F1, Fpz, AFz, Fz, FCz, Fp2, AF8, AF4, F2","R-peak",242,313,"ECG, HR, HFlog, HRV","pubmed","Unknown","Clustering",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Both","Both","iScience","iScience","Zaccaro et al. (2024)",38623333
"Attention to cardiac sensations enhances the heartbeat-evoked potential during exhalation","Zaccaro A, Della Penna F, Mussini E, Parrotta E, Perrucci MG, Costantini M, Ferri F.",2024,0,"Perception/Interoception/Cardiac, Perception/Interoception/Respiratory, Perception/Exteroception/Auditory/Heartbeat sounds, Perception/Exteroception/Auditory/Breathing sounds",0,27.57,23.24,31.9,"Adults","27.57+-4.33",1,32,"0","EEG",64,"na","na",2500,512,"standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FT9, FC5, FC1, FC2, FC6, FT10, TP9, CP5, CP1, CP2, CP6, TP10, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P5, P1, P2, P6, PO7, PO3, POz, PO4, PO8",,"2","Lead II","Left chest, Right clavicle","Right chest",2500,512,0.1,,"PanTompkins1985","unknown","unknown","Common average",0.5,45,"1","0","Eye movements, muscle, CFA",1.5,"Manual","Time course, Topography, Power spectrum, Correlation","RR at least 600 ms","Manual removal of artifacts, Noisy epochs","Fp1, AF7, AF3, F3, F1, Fpz, AFz, Fz, FCz, Fp2, AF8, AF4, F2","na",1,4,"722+-87","",722,87,722,"Secondary","R-peak",242,313,,,"Group/Condition Differences","Amplitude","1","1","t-test","0",,"0","","",,,"","pubmed","Unknown","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Both","Both","iScience","iScience","Zaccaro et al. (2024)",38623333
"Attention to cardiac sensations enhances the heartbeat-evoked potential during exhalation","Zaccaro A, Della Penna F, Mussini E, Parrotta E, Perrucci MG, Costantini M, Ferri F.",2024,0,"Perception/Interoception/Cardiac, Perception/Interoception/Respiratory, Perception/Exteroception/Auditory/Heartbeat sounds, Perception/Exteroception/Auditory/Breathing sounds",0,27.57,23.24,31.9,"Adults","27.57+-4.33",1,32,"0","EEG",64,"na","na",2500,512,"standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FT9, FC5, FC1, FC2, FC6, FT10, TP9, CP5, CP1, CP2, CP6, TP10, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P5, P1, P2, P6, PO7, PO3, POz, PO4, PO8",,"2","Lead II","Left chest, Right clavicle","Right chest",2500,512,0.1,,"PanTompkins1985","unknown","unknown","Common average",0.5,45,"1","0","Eye movements, muscle, CFA",1.5,"Manual","Time course, Topography, Power spectrum, Correlation","RR at least 600 ms","Manual removal of artifacts, Noisy epochs","Fp1, AF7, AF3, F5, F3, F1, FC5, FC3, FC1, C3, C1, C5, CP1, CP3, CP5, P1, P3, P5, PO3, Fpz, AFz, Fz, FCz, Cz, CPz, Pz, POz, Fp2, AF8, AF4, F6, F4, F2, FC6, FC4, FC2, C4, C2, C6, CP2, CP4, CP6, P2, P4, P6, PO4","na",1,4,"722+-87","",722,87,722,"Primary","R-peak",350,600,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",10000,"1","F3, F1, FC1, C3, C1, CP1, CP3, Fpz, AFz, Fz, FCz, Cz, AF4, F6, F2, FC4, FC2","R-peak",352,508,"ECG, HR","pubmed","Unknown","Clustering",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Both","Both","iScience","iScience","Zaccaro et al. (2024)",38623333
