PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"20026133","A Concealed Information Test with multimodal measurement","Ambach W, Bursch S, Stark R, Vaitl D.","Int J Psychophysiol. 2010 Mar;75(3):258-67. doi: 10.1016/j.ijpsycho.2009.12.007. Epub 2009 Dec 21.","Ambach W","Int J Psychophysiol","2010","2009/12/23","","","10.1016/j.ijpsycho.2009.12.007"
"20025851","The effect of smoking on pain-related evoked potentials","Miyazaki T, Wang X, Inui K, Domino EF, Kakigi R.","Brain Res. 2010 Feb 8;1313:185-91. doi: 10.1016/j.brainres.2009.12.022. Epub 2009 Dec 16.","Miyazaki T","Brain Res","2010","2009/12/23","","","10.1016/j.brainres.2009.12.022"
"20015674","Auditory evoked potentials for monitoring during anaesthesia: a study of data quality","Notley SV, Bell SL, Smith DC.","Med Eng Phys. 2010 Mar;32(2):168-73. doi: 10.1016/j.medengphy.2009.11.006. Epub 2009 Dec 16.","Notley SV","Med Eng Phys","2010","2009/12/18","","","10.1016/j.medengphy.2009.11.006"
"19963519","Mental workload classification using heart rate metrics","Henelius A, Hirvonen K, Holm A, Korpela J, Muller K.","Annu Int Conf IEEE Eng Med Biol Soc. 2009;2009:1836-9. doi: 10.1109/IEMBS.2009.5332602.","Henelius A","Annu Int Conf IEEE Eng Med Biol Soc","2009","2009/12/08","","","10.1109/IEMBS.2009.5332602"
"19955018","Behavioural and neurophysiological correlates of human cataplexy: a video-polygraphic study","Vetrugno R, D'Angelo R, Moghadam KK, Vandi S, Franceschini C, Mignot E, Montagna P, Plazzi G.","Clin Neurophysiol. 2010 Feb;121(2):153-62. doi: 10.1016/j.clinph.2009.10.012. Epub 2009 Dec 1.","Vetrugno R","Clin Neurophysiol","2010","2009/12/04","","","10.1016/j.clinph.2009.10.012"
"19896894","Emotional MMN: Anxiety and heart rate correlate with the ERP signature for auditory change detection","Schirmer A, Escoffier N.","Clin Neurophysiol. 2010 Jan;121(1):53-9. doi: 10.1016/j.clinph.2009.09.029. Epub 2009 Nov 6.","Schirmer A","Clin Neurophysiol","2010","2009/11/10","","","10.1016/j.clinph.2009.09.029"
"19686855","Fetal MEG evoked response latency from beamformer with random field theory","McCubbin J, Vrba J, Murphy P, Temple J, Eswaran H, Lowery CL, Preissl H.","Neuroimage. 2010 Jan 1;49(1):282-92. doi: 10.1016/j.neuroimage.2009.08.019. Epub 2009 Aug 15.","McCubbin J","Neuroimage","2010","2009/08/19","PMC2764827","NIHMS139252","10.1016/j.neuroimage.2009.08.019"
"19648155","Influence of different remifentanil concentrations on the performance of the surgical stress index to detect a standardized painful stimulus during sevoflurane anaesthesia","Gruenewald M, Meybohm P, Ilies C, Höcker J, Hanss R, Scholz J, Bein B.","Br J Anaesth. 2009 Oct;103(4):586-93. doi: 10.1093/bja/aep206. Epub 2009 Jul 31.","Gruenewald M","Br J Anaesth","2009","2009/08/04","","","10.1093/bja/aep206"
"19647796","Brain and autonomic association accompanying stochastic decision-making","Ohira H, Ichikawa N, Nomura M, Isowa T, Kimura K, Kanayama N, Fukuyama S, Shinoda J, Yamada J.","Neuroimage. 2010 Jan 1;49(1):1024-37. doi: 10.1016/j.neuroimage.2009.07.060. Epub 2009 Jul 30.","Ohira H","Neuroimage","2010","2009/08/04","","","10.1016/j.neuroimage.2009.07.060"
"19631702","Event-related brain potentials during the standard autonomic-based concealed information test","Matsuda I, Nittono H, Hirota A, Ogawa T, Takasawa N.","Int J Psychophysiol. 2009 Oct;74(1):58-68. doi: 10.1016/j.ijpsycho.2009.07.004. Epub 2009 Jul 23.","Matsuda I","Int J Psychophysiol","2009","2009/07/28","","","10.1016/j.ijpsycho.2009.07.004"
"19618092","Estimating brain load from the EEG","Holm A, Lukander K, Korpela J, Sallinen M, Müller KM.","ScientificWorldJournal. 2009 Jul 14;9:639-51. doi: 10.1100/tsw.2009.83.","Holm A","ScientificWorldJournal","2009","2009/07/21","PMC5823228","","10.1100/tsw.2009.83"
"19607864","Event-related potential and autonomic signs of maladaptive information processing during an auditory oddball task in panic disorder","Wise V, McFarlane AC, Clark CR, Battersby M.","Int J Psychophysiol. 2009 Oct;74(1):34-44. doi: 10.1016/j.ijpsycho.2009.07.001. Epub 2009 Jul 14.","Wise V","Int J Psychophysiol","2009","2009/07/18","","","10.1016/j.ijpsycho.2009.07.001"
"19575506","Non-invasive computerized system for automatically initiating vagus nerve stimulation following patient-specific detection of seizures or epileptiform discharges","Shoeb A, Pang T, Guttag J, Schachter S.","Int J Neural Syst. 2009 Jun;19(3):157-72. doi: 10.1142/S0129065709001938.","Shoeb A","Int J Neural Syst","2009","2009/07/04","PMC4211613","NIHMS511472","10.1142/S0129065709001938"
"19559213","Assessment of the level of sedation in children after cardiac surgery","Lamas A, López-Herce J, Sancho L, Mencía S, Carrillo A, Santiago MJ, Martínez V.","Ann Thorac Surg. 2009 Jul;88(1):144-50. doi: 10.1016/j.athoracsur.2009.03.074.","Lamas A","Ann Thorac Surg","2009","2009/06/30","","","10.1016/j.athoracsur.2009.03.074"
"19541291","The effect of lutein supplementation on visual fatigue: a psychophysiological analysis","Yagi A, Fujimoto K, Michihiro K, Goh B, Tsi D, Nagai H.","Appl Ergon. 2009 Nov;40(6):1047-54. doi: 10.1016/j.apergo.2009.04.013. Epub 2009 Jun 21.","Yagi A","Appl Ergon","2009","2009/06/23","","","10.1016/j.apergo.2009.04.013"
"19414053","The acute effect of low-dose alcohol on working memory during mental arithmetic: II. Changes of nonlinear and linear EEG-complexity in the theta band, heart rate and electrodermal activity","Molnár M, Boha R, Czigler B, Gaál ZA, Benyovszky M, Róna K, Klausz G.","Int J Psychophysiol. 2009 Aug;73(2):138-42. doi: 10.1016/j.ijpsycho.2009.02.007. Epub 2009 May 3.","Molnár M","Int J Psychophysiol","2009","2009/05/06","","","10.1016/j.ijpsycho.2009.02.007"
"19363089","Acute effects of aerobic exercise on cognitive function in older adults","Kamijo K, Hayashi Y, Sakai T, Yahiro T, Tanaka K, Nishihira Y.","J Gerontol B Psychol Sci Soc Sci. 2009 May;64(3):356-63. doi: 10.1093/geronb/gbp030. Epub 2009 Apr 10.","Kamijo K","J Gerontol B Psychol Sci Soc Sci","2009","2009/04/14","","","10.1093/geronb/gbp030"
"19356688","The effect of acute treadmill walking on cognitive control and academic achievement in preadolescent children","Hillman CH, Pontifex MB, Raine LB, Castelli DM, Hall EE, Kramer AF.","Neuroscience. 2009 Mar 31;159(3):1044-54. doi: 10.1016/j.neuroscience.2009.01.057. Epub 2009 Feb 3.","Hillman CH","Neuroscience","2009","2009/04/10","PMC2667807","NIHMS94275","10.1016/j.neuroscience.2009.01.057"
"19345611","Semi-automatic identification of independent components representing EEG artifact","Viola FC, Thorne J, Edmonds B, Schneider T, Eichele T, Debener S.","Clin Neurophysiol. 2009 May;120(5):868-77. doi: 10.1016/j.clinph.2009.01.015. Epub 2009 Apr 3.","Viola FC","Clin Neurophysiol","2009","2009/04/07","","","10.1016/j.clinph.2009.01.015"
"19325644","Influence of emotional arousal on the N150 of the Auditory Evoked Potential from the rat amygdala","Knippenberg JMJ, Maes JHR, Coenen AML, van Luijtelaar GLJM.","Acta Neurobiol Exp (Wars). 2009;69(1):109-18. doi: 10.55782/ane-2009-1733.","Knippenberg JMJ","Acta Neurobiol Exp (Wars)","2009","2009/03/28","","","10.55782/ane-2009-1733"
"19299639","Differential infraslow (<0.1 Hz) cortical activations in the affected and unaffected hemispheres from patients with subacute stroke demonstrated by noninvasive DC-magnetoencephalography","Leistner S, Sander T, Wachs M, Burghoff M, Curio G, Trahms L, Mackert BM.","Stroke. 2009 May;40(5):1683-6. doi: 10.1161/STROKEAHA.108.536110. Epub 2009 Mar 19.","Leistner S","Stroke","2009","2009/03/21","","","10.1161/STROKEAHA.108.536110"
"19285454","The dmNTS is not the source of increased blood pressure variability in baroreflex denervated rats","Tang X, Dworkin BR.","Auton Neurosci. 2009 Jun 15;148(1-2):21-7. doi: 10.1016/j.autneu.2009.02.002. Epub 2009 Mar 13.","Tang X","Auton Neurosci","2009","2009/03/17","PMC2766566","NIHMS119828","10.1016/j.autneu.2009.02.002"
"19254703","Effect of appetitive Pavlovian conditioning on the N150 of the amygdalar Auditory Evoked Potential in the rat","Knippenberg JM, Maes JH, Coenen AM, van Luijtelaar G.","Brain Res. 2009 Apr 24;1267:57-64. doi: 10.1016/j.brainres.2009.02.032. Epub 2009 Feb 27.","Knippenberg JM","Brain Res","2009","2009/03/04","","","10.1016/j.brainres.2009.02.032"
"19190608","Auditory evoked potentials compared with bispectral index for monitoring of midazolam and propofol sedation during colonoscopy","von Delius S, Thies P, Rieder T, Wagenpfeil S, Herberich E, Karagianni A, Frimberger E, Meining A, Ludwig L, Ebert MP, Schulte-Frohlinde E, Neu B, Prinz C, Schmid RM, Huber W.","Am J Gastroenterol. 2009 Feb;104(2):318-25. doi: 10.1038/ajg.2008.73. Epub 2009 Jan 20.","von Delius S","Am J Gastroenterol","2009","2009/02/05","","","10.1038/ajg.2008.73"
"19171503","Relationship between scalp potential and autonomic nervous activity during a mental arithmetic task","Yu X, Zhang J, Xie D, Wang J, Zhang C.","Auton Neurosci. 2009 Mar 12;146(1-2):81-6. doi: 10.1016/j.autneu.2008.12.005. Epub 2009 Jan 25.","Yu X","Auton Neurosci","2009","2009/01/28","","","10.1016/j.autneu.2008.12.005"
"19163779","Combining newborn EEG and HRV information for automatic seizure detection","Malarvili MB, Mesbah M.","Annu Int Conf IEEE Eng Med Biol Soc. 2008;2008:4756-9. doi: 10.1109/IEMBS.2008.4650276.","Malarvili MB","Annu Int Conf IEEE Eng Med Biol Soc","2008","2009/01/24","","","10.1109/IEMBS.2008.4650276"
"19154656","Haloperidol counteracts the ketamine-induced disruption of processing negativity, but not that of the P300 amplitude","Oranje B, Gispen-de Wied CC, Westenberg HG, Kemner C, Verbaten MN, Kahn RS.","Int J Neuropsychopharmacol. 2009 Jul;12(6):823-32. doi: 10.1017/S1461145708009814. Epub 2009 Jan 21.","Oranje B","Int J Neuropsychopharmacol","2009","2009/01/22","","","10.1017/S1461145708009814"
"19032296","Responsiveness to stimuli of bispectral index, middle latency auditory evoked potentials and clinical scales in critically ill children","Lamas A, López-Herce J, Sancho L, Mencía S, Carrillo A, José Santiago M, Martínez V.","Anaesthesia. 2008 Dec;63(12):1296-301. doi: 10.1111/j.1365-2044.2008.05654.x.","Lamas A","Anaesthesia","2008","2008/11/27","","","10.1111/j.1365-2044.2008.05654.x"
"18854202","Effects of Transcendental Meditation practice on brain functioning and stress reactivity in college students","Travis F, Haaga DA, Hagelin J, Tanner M, Nidich S, Gaylord-King C, Grosswald S, Rainforth M, Schneider RH.","Int J Psychophysiol. 2009 Feb;71(2):170-6. doi: 10.1016/j.ijpsycho.2008.09.007. Epub 2008 Sep 30.","Travis F","Int J Psychophysiol","2009","2008/10/16","","","10.1016/j.ijpsycho.2008.09.007"
"18845227","Fitness and action monitoring: evidence for improved cognitive flexibility in young adults","Themanson JR, Pontifex MB, Hillman CH.","Neuroscience. 2008 Nov 19;157(2):319-28. doi: 10.1016/j.neuroscience.2008.09.014. Epub 2008 Sep 13.","Themanson JR","Neuroscience","2008","2008/10/11","PMC2657808","NIHMS81145","10.1016/j.neuroscience.2008.09.014"
"18612459","Effects of unexpected chords and of performer's expression on brain responses and electrodermal activity","Koelsch S, Kilches S, Steinbeis N, Schelinski S.","PLoS One. 2008 Jul 9;3(7):e2631. doi: 10.1371/journal.pone.0002631.","Koelsch S","PLoS One","2008","2008/07/10","PMC2435625","","10.1371/journal.pone.0002631"
"18600313","Assessing sedation in critically ill children by bispectral index, auditory-evoked potentials and clinical scales","Lamas A, López-Herce J, Sancho L, Mencía S, Carrillo A, Santiago MJ, Martínez V.","Intensive Care Med. 2008 Nov;34(11):2092-9. doi: 10.1007/s00134-008-1198-1. Epub 2008 Jul 4.","Lamas A","Intensive Care Med","2008","2008/07/05","","","10.1007/s00134-008-1198-1"
"18580845","P300 wave: a comparative study of impulsive aggressive criminals","Zukov I, Hrubý T, Kozelek P, Ptácek R, Paclt I, Harsa P.","Neuro Endocrinol Lett. 2008 Jun;29(3):379-84.","Zukov I","Neuro Endocrinol Lett","2008","2008/06/27","","",""
"18534623","Impact of loudness dependency of auditory evoked potentials on the panic response to CCK-4","Eser D, Leicht G, Baghai T, Pogarell O, Schüle C, Karch S, Nothdurfter C, Rupprecht R, Mulert C.","J Psychiatr Res. 2009 Jan;43(4):393-400. doi: 10.1016/j.jpsychires.2008.04.010. Epub 2008 Jun 4.","Eser D","J Psychiatr Res","2009","2008/06/07","","","10.1016/j.jpsychires.2008.04.010"
"18506425","Acute tryptophan depletion in healthy males attenuates phasic cardiac slowing but does not affect electro-cortical response to negative feedback","van der Veen FM, Mies GW, van der Molen MW, Evers EA.","Psychopharmacology (Berl). 2008 Aug;199(2):255-63. doi: 10.1007/s00213-008-1176-x. Epub 2008 May 28.","van der Veen FM","Psychopharmacology (Berl)","2008","2008/05/29","","","10.1007/s00213-008-1176-x"
"18495529","Central and cardiovascular responses to emotional stimuli are normal in non-phobic subjects with Reflex Syncope","Calandra-Buonaura G, Cortelli P, Pierangeli G, Ribani MA, Barletta G, Mazzetti M, Codispoti M.","Clin Neurophysiol. 2008 Sep;119(9):1966-72. doi: 10.1016/j.clinph.2008.03.033. Epub 2008 May 21.","Calandra-Buonaura G","Clin Neurophysiol","2008","2008/05/23","","","10.1016/j.clinph.2008.03.033"
"18221446","Autonomic and electrophysiological correlates of emotional intensity in older and younger adults","Dywan J, Mathewson KJ, Choma BL, Rosenfeld B, Segalowitz SJ.","Psychophysiology. 2008 May;45(3):389-97. doi: 10.1111/j.1469-8986.2007.00637.x. Epub 2008 Jan 23.","Dywan J","Psychophysiology","2008","2008/01/29","","","10.1111/j.1469-8986.2007.00637.x"
"18187220","Centrally controlled heart rate changes during mental practice in immersive virtual environment: a case study with a tetraplegic","Pfurtscheller G, Leeb R, Friedman D, Slater M.","Int J Psychophysiol. 2008 Apr;68(1):1-5. doi: 10.1016/j.ijpsycho.2007.11.003. Epub 2007 Nov 29.","Pfurtscheller G","Int J Psychophysiol","2008","2008/01/12","","","10.1016/j.ijpsycho.2007.11.003"
"18068150","Affective picture perception: emotion, context, and the late positive potential","Pastor MC, Bradley MM, Löw A, Versace F, Moltó J, Lang PJ.","Brain Res. 2008 Jan 16;1189:145-51. doi: 10.1016/j.brainres.2007.10.072. Epub 2007 Nov 4.","Pastor MC","Brain Res","2008","2007/12/11","PMC2993239","NIHMS243050","10.1016/j.brainres.2007.10.072"
"18064066","Effect of heartbeat perception on heartbeat evoked potential waves","Yuan H, Yan HM, Xu XG, Han F, Yan Q.","Neurosci Bull. 2007 Nov;23(6):357-62. doi: 10.1007/s12264-007-0053-7.","Yuan H","Neurosci Bull","2007","2007/12/08","PMC5550650","","10.1007/s12264-007-0053-7"
"18057501","Self-initiation of EEG-based brain-computer communication using the heart rate response","Scherer R, Müller-Putz GR, Pfurtscheller G.","J Neural Eng. 2007 Dec;4(4):L23-9. doi: 10.1088/1741-2560/4/4/L01. Epub 2007 Nov 28.","Scherer R","J Neural Eng","2007","2007/12/07","","","10.1088/1741-2560/4/4/L01"
"17974933","Failure of extinction of fear responses in posttraumatic stress disorder: evidence from second-order conditioning","Wessa M, Flor H.","Am J Psychiatry. 2007 Nov;164(11):1684-92. doi: 10.1176/appi.ajp.2007.07030525.","Wessa M","Am J Psychiatry","2007","2007/11/03","","","10.1176/appi.ajp.2007.07030525"
"17913977","Activity of murine raphe magnus cells predicts tachypnea and on-going nociceptive responsiveness","Hellman KM, Brink TS, Mason P.","J Neurophysiol. 2007 Dec;98(6):3121-33. doi: 10.1152/jn.00904.2007. Epub 2007 Oct 3.","Hellman KM","J Neurophysiol","2007","2007/10/05","PMC3759357","NIHMS504826","10.1152/jn.00904.2007"
"17893451","Accuracy of cerebral monitoring in detecting cerebral ischemia during carotid endarterectomy: a comparison of transcranial Doppler sonography, near-infrared spectroscopy, stump pressure, and somatosensory evoked potentials","Moritz S, Kasprzak P, Arlt M, Taeger K, Metz C.","Anesthesiology. 2007 Oct;107(4):563-9. doi: 10.1097/01.anes.0000281894.69422.ff.","Moritz S","Anesthesiology","2007","2007/09/26","","","10.1097/01.anes.0000281894.69422.ff"
"17888560","Physiological correlates of learning by performance feedback in children: a study of EEG event-related potentials and evoked heart rate","Groen Y, Wijers AA, Mulder LJ, Minderaa RB, Althaus M.","Biol Psychol. 2007 Oct;76(3):174-87. doi: 10.1016/j.biopsycho.2007.07.006. Epub 2007 Jul 28.","Groen Y","Biol Psychol","2007","2007/09/25","","","10.1016/j.biopsycho.2007.07.006"
"17826182","Single trial variability of EEG and fMRI responses to visual stimuli","Bagshaw AP, Warbrick T.","Neuroimage. 2007 Nov 1;38(2):280-92. doi: 10.1016/j.neuroimage.2007.07.042. Epub 2007 Aug 11.","Bagshaw AP","Neuroimage","2007","2007/09/11","","","10.1016/j.neuroimage.2007.07.042"
"17709296","Heartbeat perception and P300 amplitude in a visual oddball paradigm","Pollatos O, Matthias E, Schandry R.","Clin Neurophysiol. 2007 Oct;118(10):2248-53. doi: 10.1016/j.clinph.2007.06.057. Epub 2007 Aug 20.","Pollatos O","Clin Neurophysiol","2007","2007/08/22","","","10.1016/j.clinph.2007.06.057"
"17686048","The subthalamic region is activated during valence-related emotional processing in patients with Parkinson's disease","Brücke C, Kupsch A, Schneider GH, Hariz MI, Nuttin B, Kopp U, Kempf F, Trottenberg T, Doyle L, Chen CC, Yarrow K, Brown P, Kühn AA.","Eur J Neurosci. 2007 Aug;26(3):767-74. doi: 10.1111/j.1460-9568.2007.05683.x.","Brücke C","Eur J Neurosci","2007","2007/08/10","","","10.1111/j.1460-9568.2007.05683.x"
"17682660","Pulse transit time and blood pressure changes following auditory-evoked subcortical arousal and waking of infants","Galland BC, Tan E, Taylor BJ.","Sleep. 2007 Jul;30(7):891-7. doi: 10.1093/sleep/30.7.891.","Galland BC","Sleep","2007","2007/08/09","PMC1978362","","10.1093/sleep/30.7.891"
"17659820","Frontal brain electrical activity (EEG) and heart rate in response to affective infant-directed (ID) speech in 9-month-old infants","Santesso DL, Schmidt LA, Trainor LJ.","Brain Cogn. 2007 Oct;65(1):14-21. doi: 10.1016/j.bandc.2007.02.008. Epub 2007 Jul 30.","Santesso DL","Brain Cogn","2007","2007/07/31","","","10.1016/j.bandc.2007.02.008"
"17561954","Ketogenic diet: electrophysiological effects on the normal human cortex","Cantello R, Varrasi C, Tarletti R, Cecchin M, D'Andrea F, Veggiotti P, Bellomo G, Monaco F.","Epilepsia. 2007 Sep;48(9):1756-1763. doi: 10.1111/j.1528-1167.2007.01156.x. Epub 2007 Jun 11.","Cantello R","Epilepsia","2007","2007/06/15","","","10.1111/j.1528-1167.2007.01156.x"
"17543405","Interoceptive sensitivity and emotion processing: an EEG study","Herbert BM, Pollatos O, Schandry R.","Int J Psychophysiol. 2007 Sep;65(3):214-27. doi: 10.1016/j.ijpsycho.2007.04.007. Epub 2007 Apr 29.","Herbert BM","Int J Psychophysiol","2007","2007/06/05","","","10.1016/j.ijpsycho.2007.04.007"
"17474951","Level of sedation evaluation with Cerebral State Index and A-Line Arx in children undergoing diagnostic procedures","Disma N, Lauretta D, Palermo F, Sapienza D, Ingelmo PM, Astuto M.","Paediatr Anaesth. 2007 May;17(5):445-51. doi: 10.1111/j.1460-9592.2006.02146.x.","Disma N","Paediatr Anaesth","2007","2007/05/04","","","10.1111/j.1460-9592.2006.02146.x"
"17472226","An integrative approach to determine the best behavioral and biological markers of methylphenidate","Hermens DF, Cooper NJ, Clark CR, Debrota D, Clarke SD, Williams LM.","J Integr Neurosci. 2007 Mar;6(1):105-40. doi: 10.1142/s0219635207001441.","Hermens DF","J Integr Neurosci","2007","2007/05/03","","","10.1142/s0219635207001441"
"17462117","Auditory-evoked potentials in bispectral index-guided anaesthesia for cardiac surgery","Musialowicz T, Niskanen M, Yppärilä-Wolters H, Pöyhönen M, Pitkänen O, Hynynen M.","Eur J Anaesthesiol. 2007 Jul;24(7):571-9. doi: 10.1017/S0265021507000403. Epub 2007 Apr 27.","Musialowicz T","Eur J Anaesthesiol","2007","2007/04/28","","","10.1017/S0265021507000403"
"17420478","A cortical potential reflecting cardiac function","Gray MA, Taggart P, Sutton PM, Groves D, Holdright DR, Bradbury D, Brull D, Critchley HD.","Proc Natl Acad Sci U S A. 2007 Apr 17;104(16):6818-23. doi: 10.1073/pnas.0609509104. Epub 2007 Apr 9.","Gray MA","Proc Natl Acad Sci U S A","2007","2007/04/11","PMC1871868","","10.1073/pnas.0609509104"
"17395326","Stimulus-Preceding Negativity and heart rate changes in anticipation of affective pictures","Poli S, Sarlo M, Bortoletto M, Buodo G, Palomba D.","Int J Psychophysiol. 2007 Jul;65(1):32-9. doi: 10.1016/j.ijpsycho.2007.02.008. Epub 2007 Feb 24.","Poli S","Int J Psychophysiol","2007","2007/03/31","","","10.1016/j.ijpsycho.2007.02.008"
"17343712","Music and emotion: electrophysiological correlates of the processing of pleasant and unpleasant music","Sammler D, Grigutsch M, Fritz T, Koelsch S.","Psychophysiology. 2007 Mar;44(2):293-304. doi: 10.1111/j.1469-8986.2007.00497.x.","Sammler D","Psychophysiology","2007","2007/03/09","","","10.1111/j.1469-8986.2007.00497.x"
"17333313","Effects of music on the recovery of autonomic and electrocortical activity after stress induced by aversive visual stimuli","Sokhadze EM.","Appl Psychophysiol Biofeedback. 2007 Mar;32(1):31-50. doi: 10.1007/s10484-007-9033-y.","Sokhadze EM","Appl Psychophysiol Biofeedback","2007","2007/03/03","","","10.1007/s10484-007-9033-y"
"17321222","Specific acupuncture sensation correlates with EEGs and autonomic changes in human subjects","Sakai S, Hori E, Umeno K, Kitabayashi N, Ono T, Nishijo H.","Auton Neurosci. 2007 May 30;133(2):158-69. doi: 10.1016/j.autneu.2007.01.001. Epub 2007 Feb 22.","Sakai S","Auton Neurosci","2007","2007/02/27","","","10.1016/j.autneu.2007.01.001"
"17140849","Heart rate and spectral EEG changes accompanying periodic and non-periodic leg movements during sleep","Ferri R, Zucconi M, Rundo F, Spruyt K, Manconi M, Ferini-Strambi L.","Clin Neurophysiol. 2007 Feb;118(2):438-48. doi: 10.1016/j.clinph.2006.10.007. Epub 2006 Nov 30.","Ferri R","Clin Neurophysiol","2007","2006/12/05","","","10.1016/j.clinph.2006.10.007"
"17095295","Neuroelectric and behavioral indices of interference control during acute cycling","Pontifex MB, Hillman CH.","Clin Neurophysiol. 2007 Mar;118(3):570-80. doi: 10.1016/j.clinph.2006.09.029. Epub 2006 Nov 13.","Pontifex MB","Clin Neurophysiol","2007","2006/11/11","","","10.1016/j.clinph.2006.09.029"
"16924008","SSEPs and prognosis in postanoxic coma: only short or also long latency responses?","Zandbergen EG, Koelman JH, de Haan RJ, Hijdra A; PROPAC-Study Group.","Neurology. 2006 Aug 22;67(4):583-6. doi: 10.1212/01.wnl.0000230162.35249.7f.","Zandbergen EG","Neurology","2006","2006/08/23","","","10.1212/01.wnl.0000230162.35249.7f"
"16859422","The role of harmonic expectancy violations in musical emotions: evidence from subjective, physiological, and neural responses","Steinbeis N, Koelsch S, Sloboda JA.","J Cogn Neurosci. 2006 Aug;18(8):1380-93. doi: 10.1162/jocn.2006.18.8.1380.","Steinbeis N","J Cogn Neurosci","2006","2006/07/25","","","10.1162/jocn.2006.18.8.1380"
"16784726","Fetal auditory responses to external sounds and mother's heart beat: detection improved by Independent Component Analysis","Porcaro C, Zappasodi F, Barbati G, Salustri C, Pizzella V, Rossini PM, Tecchio F.","Brain Res. 2006 Jul 26;1101(1):51-8. doi: 10.1016/j.brainres.2006.04.134. Epub 2006 Jun 19.","Porcaro C","Brain Res","2006","2006/06/21","","","10.1016/j.brainres.2006.04.134"
"16729289","Neural systems connecting interoceptive awareness and feelings","Pollatos O, Gramann K, Schandry R.","Hum Brain Mapp. 2007 Jan;28(1):9-18. doi: 10.1002/hbm.20258.","Pollatos O","Hum Brain Mapp","2007","2006/05/27","PMC6871500","","10.1002/hbm.20258"
"16714037","Retrieval and emotional processing of traumatic memories in posttraumatic stress disorder: peripheral and central correlates","Wessa M, Jatzko A, Flor H.","Neuropsychologia. 2006;44(10):1683-96. doi: 10.1016/j.neuropsychologia.2006.03.024. Epub 2006 May 22.","Wessa M","Neuropsychologia","2006","2006/05/23","","","10.1016/j.neuropsychologia.2006.03.024"
"16712592","Fear but not awareness predicts enhanced sensory processing in fear conditioning","Moratti S, Keil A, Miller GA.","Psychophysiology. 2006 Mar;43(2):216-26. doi: 10.1111/j.1464-8986.2006.00386.x.","Moratti S","Psychophysiology","2006","2006/05/23","","","10.1111/j.1464-8986.2006.00386.x"
"16580081","Effect of allocating attention to aversive events on cardiovascular responses and event-related potentials in a dual-task paradigm","Ishida M.","Int J Psychophysiol. 2006 Oct;62(1):93-102. doi: 10.1016/j.ijpsycho.2006.02.004. Epub 2006 Mar 6.","Ishida M","Int J Psychophysiol","2006","2006/04/04","","","10.1016/j.ijpsycho.2006.02.004"
"16544371","Distractibility in AD/HD predominantly inattentive and combined subtypes: the P3a ERP component, heart rate and performance","Keage HA, Clark CR, Hermens DF, Kohn MR, Clarke S, Williams LM, Crewther D, Lamb C, Gordon E.","J Integr Neurosci. 2006 Mar;5(1):139-58. doi: 10.1142/s0219635206001070.","Keage HA","J Integr Neurosci","2006","2006/03/18","","","10.1142/s0219635206001070"
"16458068","The effect of CNS activation versus EEG arousal during sleep on heart rate response and daytime tests","Guilleminault C, Abad VC, Philip P, Stoohs R.","Clin Neurophysiol. 2006 Apr;117(4):731-9. doi: 10.1016/j.clinph.2005.08.035. Epub 2006 Feb 2.","Guilleminault C","Clin Neurophysiol","2006","2006/02/07","","","10.1016/j.clinph.2005.08.035"
"16415310","Combined use of Bispectral Index and A-Line Autoregressive Index to assess anti-nociceptive component of balanced anaesthesia during lumbar arthrodesis","Bonhomme V, Llabres V, Dewandre PY, Brichant JF, Hans P.","Br J Anaesth. 2006 Mar;96(3):353-60. doi: 10.1093/bja/ael004. Epub 2006 Jan 16.","Bonhomme V","Br J Anaesth","2006","2006/01/18","","","10.1093/bja/ael004"
"16406043","Murine auditory brainstem evoked response: putative two-channel differentiation of peripheral and central neural pathways","Galbraith G, Waschek J, Armstrong B, Edmond J, Lopez I, Liu W, Kurtz I.","J Neurosci Methods. 2006 Jun 15;153(2):214-20. doi: 10.1016/j.jneumeth.2005.10.017. Epub 2006 Jan 6.","Galbraith G","J Neurosci Methods","2006","2006/01/13","","","10.1016/j.jneumeth.2005.10.017"
"16403475","Repetitive picture processing: autonomic and cortical correlates","Codispoti M, Ferrari V, Bradley MM.","Brain Res. 2006 Jan 12;1068(1):213-20. doi: 10.1016/j.brainres.2005.11.009. Epub 2006 Jan 5.","Codispoti M","Brain Res","2006","2006/01/13","","","10.1016/j.brainres.2005.11.009"
"16298111","On the relationship between interoceptive awareness, emotional experience, and brain processes","Pollatos O, Kirsch W, Schandry R.","Brain Res Cogn Brain Res. 2005 Dec;25(3):948-62. doi: 10.1016/j.cogbrainres.2005.09.019. Epub 2005 Nov 17.","Pollatos O","Brain Res Cogn Brain Res","2005","2005/11/22","","","10.1016/j.cogbrainres.2005.09.019"
"16270178","Analysis of evoked EEG synchronization and desynchronization during perception of emotiogenic stimuli: association with autonomic activation processes","Aftanas LI, Savotina LN, Makhnev VP, Reva NV.","Neurosci Behav Physiol. 2005 Nov;35(9):951-7. doi: 10.1007/s11055-005-0151-9.","Aftanas LI","Neurosci Behav Physiol","2005","2005/11/05","","","10.1007/s11055-005-0151-9"
